Row_ID (interval=1s),CPU_Freq_MHz,Vcore_V,CPU_Temp_C,MB_Temp_C,Package_Power_W,CPU_Fan_RPM
121,3652.122,1.43,45.0,27.0,96.03,2242
122,3716.714,1.43,45.0,27.0,92.90,2250
123,3653.758,1.46,45.0,27.0,93.88,2250
124,3716.708,1.48,45.0,27.0,94.98,2250
125,1400.000,1.48,45.0,27.0,76.29,2257
126,1400.000,996.00,45.0,27.0,66.04,2265
127,3643.336,1.45,45.0,27.0,93.95,2265
128,3646.183,1.49,45.0,27.0,94.03,2265
129,3665.690,1.48,45.0,27.0,96.01,2257
130,3670.755,1.48,45.0,27.0,93.57,2250
131,3675.414,1.43,45.0,27.0,93.37,2257
132,3669.410,1.43,45.0,27.0,93.19,2250
133,3679.035,1.43,45.0,27.0,94.10,2265
134,3640.613,1.48,45.0,27.0,95.98,2265
135,3678.491,1.43,45.0,27.0,93.49,2257
136,3667.417,1.48,46.0,27.0,92.20,2272
137,3687.721,1.43,46.0,27.0,95.67,2295
138,3647.743,1.48,46.0,27.0,92.67,2303
139,3643.969,1.48,46.0,27.0,93.20,2303
140,3650.813,1.43,46.0,27.0,94.55,2303
141,3678.122,1.46,46.0,27.0,92.54,2303
142,3678.718,1.49,46.0,27.0,95.43,2295
143,3685.712,1.43,46.0,27.0,96.81,2295
144,3685.911,1.48,46.0,27.0,97.23,2303
145,3716.714,1.43,46.0,27.0,96.73,2295
146,3684.340,1.43,47.0,27.0,94.40,2295
147,3666.891,1.49,47.0,27.0,96.10,2327
148,3681.282,1.49,47.0,27.0,92.60,2343
149,3632.059,1.48,47.0,27.0,93.97,2343
150,3663.333,1.43,47.0,27.0,95.48,2335
151,3690.805,1.43,47.0,27.0,96.46,2335
152,3684.667,1.49,47.0,27.0,95.22,2335
153,3682.089,1.45,47.0,27.0,95.02,2335
154,3680.284,1.43,47.0,27.0,92.92,2335
155,3616.264,1.43,47.0,27.0,94.65,2335
156,3630.898,1.43,47.0,27.0,93.11,2335
157,3675.808,1.43,47.0,27.0,96.77,2351
158,3670.943,1.48,47.0,27.0,94.98,2343
159,3649.032,1.43,47.0,27.0,94.22,2343
160,3676.375,1.44,47.0,27.0,93.54,2327
161,3643.914,1.48,48.0,27.0,95.98,2360
162,3644.093,1.48,48.0,27.0,92.65,2368
163,3668.509,1.45,48.0,27.0,95.61,2376
164,3666.383,1.48,48.0,27.0,95.80,2376
165,3660.040,1.43,48.0,27.0,93.51,2376
166,3675.721,1.48,48.0,27.0,93.98,2376
167,3638.627,1.43,48.0,27.0,94.30,2385
168,3652.271,1.43,48.0,27.0,95.40,2385
169,3666.798,1.43,48.0,27.0,94.57,2376
170,3655.871,1.43,48.0,27.0,95.44,2376
171,3716.703,1.43,48.0,27.0,93.91,2376
172,3630.262,1.43,48.0,27.0,94.98,2368
173,3659.810,1.48,48.0,27.0,93.14,2368
174,3686.649,1.43,48.0,27.0,95.18,2368
175,3677.687,1.43,48.0,27.0,97.20,2376
176,3704.543,1.48,48.0,27.0,93.98,2368
177,3653.478,1.45,48.0,27.0,93.69,2368
178,3635.686,1.43,48.0,27.0,93.27,2368
179,3652.306,1.43,48.0,27.0,92.59,2376
180,3640.245,1.43,48.0,27.0,93.26,2376
181,3644.722,1.44,48.0,27.0,93.70,2376
182,3690.566,1.43,48.0,27.0,93.61,2385
183,3716.709,1.48,48.0,27.0,92.48,2376
184,3701.145,1.46,49.0,27.0,96.53,2393
185,3672.830,1.43,49.0,27.0,96.12,2410
186,1400.000,1.45,49.0,27.0,61.71,2410
187,1400.000,996.00,49.0,27.0,82.85,2410
188,3554.937,1.19,49.0,27.0,93.25,2410
189,3663.102,1.43,48.0,27.0,94.75,2410
190,3680.802,1.48,48.0,27.0,92.96,2410
191,3616.262,1.43,48.0,27.0,93.72,2410
192,3616.287,1.49,48.0,27.0,96.26,2410
193,3620.938,1.44,48.0,27.0,94.67,2410
194,3640.206,1.46,48.0,27.0,94.58,2410
195,3641.049,1.44,49.0,27.0,93.31,2402
196,3616.286,1.43,49.0,27.0,93.50,2410
197,3650.661,1.43,49.0,27.0,96.15,2410
198,3663.070,1.49,49.0,27.0,94.76,2410
199,3664.598,1.49,49.0,27.0,94.17,2419
200,3616.234,1.44,49.0,27.0,94.19,2419
201,3689.045,1.43,49.0,27.0,94.27,2410
202,3616.291,1.44,49.0,27.0,95.62,2410
203,3683.652,1.43,49.0,27.0,92.82,2410
204,3616.258,1.44,49.0,27.0,93.43,2410
205,3616.265,1.44,49.0,27.0,93.35,2402
206,3642.721,1.44,49.0,27.0,93.74,2402
207,3644.388,1.49,49.0,27.0,94.11,2410
208,3665.248,1.49,49.0,27.0,94.39,2419
209,3637.452,1.43,49.0,27.0,93.31,2419
210,3616.287,1.44,50.0,27.0,93.19,2436
211,3622.086,1.49,50.0,27.0,93.14,2445
212,3616.250,1.49,50.0,27.0,94.11,2445
213,3616.296,1.36,50.0,27.0,93.23,2445
214,3616.270,1.43,50.0,27.0,95.29,2445
215,3650.996,1.44,50.0,27.0,95.36,2436
216,3616.261,1.44,50.0,27.0,94.05,2454
217,3637.792,1.43,50.0,27.0,95.01,2454
218,3616.262,1.44,50.0,27.0,94.43,2454
219,3642.460,1.43,50.0,27.0,93.94,2454
220,3616.274,1.43,51.0,27.0,94.44,2481
221,3616.262,1.43,50.0,27.0,95.55,2481
222,3653.615,1.44,51.0,27.0,94.47,2481
223,3634.443,1.45,51.0,27.0,93.73,2472
224,3675.407,1.44,51.0,27.0,92.62,2472
225,3658.988,1.48,51.0,27.0,96.79,2490
226,3647.822,1.44,51.0,27.0,93.62,2500
227,3624.038,1.44,51.0,27.0,93.18,2481
228,3651.594,1.44,51.0,27.0,94.57,2490
229,3617.066,1.44,51.0,27.0,93.25,2481
230,3657.688,1.44,51.0,27.0,93.40,2481
