Row_ID (interval=1s),CPU_Freq_MHz,Vcore_V,CPU_Temp_C,MB_Temp_C,Package_Power_W,CPU_Fan_RPM
523,4269.123,1.31,39.0,26.0,86.17,2020
524,4218.975,1.31,39.0,26.0,88.78,2014
525,4218.975,1.31,39.0,26.0,87.43,2020
526,4339.309,1.31,39.0,26.0,88.94,2020
527,4218.969,1.31,39.0,26.0,86.69,2014
528,4218.975,1.31,39.0,26.0,88.64,2027
529,4218.975,1.30,39.0,26.0,86.50,2027
530,4218.979,1.30,38.0,26.0,88.58,2020
531,4218.975,1.30,38.0,26.0,88.18,2014
532,4218.979,1.30,38.0,26.0,88.90,2020
533,4218.975,1.31,38.0,26.0,88.27,2020
534,4218.975,1.31,38.0,26.0,86.86,2020
535,4218.975,1.30,38.0,26.0,87.95,2020
536,4218.975,1.31,38.0,26.0,86.82,2027
537,4218.975,1.30,38.0,26.0,88.42,2027
538,4218.975,1.30,38.0,26.0,86.23,2020
539,4218.975,1.30,38.0,26.0,87.44,2020
540,4347.132,1.31,38.0,26.0,85.65,2020
541,4218.975,1.30,38.0,26.0,88.04,2027
542,4218.975,1.31,38.0,26.0,86.13,2027
543,4218.975,1.30,38.0,26.0,88.26,2014
544,4218.975,1.31,38.0,26.0,86.58,2014
545,4218.975,1.30,38.0,26.0,88.39,2020
546,4218.975,1.31,38.0,26.0,88.22,2027
547,4218.975,1.31,38.0,26.0,88.02,2020
548,4218.975,1.31,38.0,26.0,88.08,2014
549,4218.975,1.30,38.0,26.0,87.81,2014
550,4310.247,1.31,38.0,26.0,86.81,2014
551,4218.975,1.31,38.0,26.0,85.67,2020
552,4218.975,1.31,38.0,26.0,87.95,2020
553,4308.949,1.31,38.0,26.0,86.75,2020
554,4223.839,1.31,38.0,26.0,88.54,2008
555,4218.975,1.31,38.0,26.0,86.63,2014
556,4418.330,1.31,38.0,26.0,88.55,2020
557,4298.223,1.31,38.0,26.0,88.31,2014
558,4222.636,1.31,38.0,26.0,88.86,2014
559,4362.632,1.30,38.0,26.0,88.46,2027
560,4218.975,1.31,39.0,26.0,86.82,2020
561,4256.032,1.31,38.0,26.0,87.44,2014
562,4218.975,1.31,39.0,26.0,86.64,2020
563,4218.975,1.30,39.0,26.0,88.30,2020
564,4218.975,1.31,39.0,26.0,85.55,2027
565,4283.185,1.31,39.0,26.0,88.62,2020
566,4359.858,1.31,39.0,26.0,86.37,2020
567,4218.975,1.31,39.0,26.0,88.56,2020
568,4365.016,1.31,39.0,26.0,85.17,2033
569,4274.777,1.30,39.0,26.0,88.36,2027
570,4218.975,1.31,39.0,26.0,88.19,2020
571,4218.975,1.30,39.0,26.0,88.14,2020
572,4291.697,1.31,39.0,26.0,86.78,2027
573,4218.975,1.31,39.0,26.0,85.96,2020
574,4357.081,1.31,39.0,26.0,88.06,2020
575,4218.975,1.31,39.0,26.0,87.11,2020
576,4300.626,1.31,39.0,26.0,88.55,2027
577,4392.834,1.30,39.0,26.0,87.06,2020
578,4218.969,1.31,39.0,26.0,87.99,2027
579,4218.975,1.30,39.0,26.0,86.51,2027
580,4218.971,1.31,39.0,26.0,88.72,2020
581,4218.970,1.31,39.0,26.0,86.36,2027
582,4218.980,1.31,39.0,26.0,88.43,2020
583,4218.975,1.30,39.0,26.0,87.44,2027
584,4218.969,1.30,38.0,26.0,87.33,2027
585,4218.970,1.31,38.0,26.0,86.69,2027
586,4218.973,1.31,38.0,26.0,88.14,2014
587,4218.975,1.30,38.0,26.0,88.07,2014
588,4300.340,1.31,38.0,26.0,86.10,2020
589,4239.583,1.31,38.0,26.0,88.06,2020
590,4276.482,1.31,38.0,26.0,86.88,2014
591,4218.975,1.30,38.0,26.0,88.44,2020
592,4381.881,1.31,38.0,26.0,86.72,2020
593,4240.362,1.31,38.0,26.0,88.75,2027
594,4355.433,1.31,38.0,26.0,87.36,2020
595,4218.975,1.31,38.0,26.0,86.80,2027
596,4218.975,1.31,38.0,26.0,87.24,2027
597,4244.642,1.30,38.0,26.0,87.95,2027
598,4218.975,1.31,38.0,26.0,86.40,2027
599,4218.975,1.31,39.0,26.0,87.18,2027
600,4235.446,1.32,39.0,26.0,88.10,2020
601,4218.975,1.31,39.0,26.0,86.87,2027
602,4218.975,1.30,39.0,26.0,88.20,2020
603,4218.975,1.31,39.0,26.0,86.98,2020
604,4238.427,1.31,39.0,26.0,88.77,2020
605,4218.975,1.31,39.0,26.0,87.56,2020
606,4218.975,1.32,39.0,26.0,86.97,2027
607,4248.624,1.31,39.0,26.0,87.38,2020
608,4218.975,1.31,39.0,26.0,88.70,2020
609,4218.975,1.31,39.0,26.0,86.86,2020
610,4218.975,1.31,39.0,26.0,86.92,2027
611,4260.627,1.31,39.0,26.0,87.87,2027
612,4218.975,1.31,39.0,26.0,87.29,2027
613,4218.975,1.30,39.0,26.0,88.71,2020
614,4244.672,1.31,39.0,26.0,87.32,2020
615,4218.975,1.30,39.0,26.0,88.82,2027
616,4218.975,1.31,39.0,26.0,86.34,2033
617,4218.975,1.30,39.0,26.0,88.21,2027
618,4218.975,1.31,39.0,26.0,88.95,2027
619,4218.975,1.30,39.0,26.0,91.14,2027
620,4218.975,1.30,39.0,26.0,88.95,2020
621,4218.975,1.30,39.0,26.0,90.88,2027
622,4224.868,1.30,38.0,26.0,91.14,2020
623,4305.297,1.30,38.0,26.0,90.62,2027
624,4218.975,1.30,38.0,26.0,91.13,2020
625,4218.975,1.30,38.0,26.0,90.39,2027
626,4226.985,1.30,38.0,26.0,91.06,2027
627,4283.329,1.30,38.0,26.0,90.04,2033
628,4229.331,1.30,38.0,26.0,91.08,2033
629,4218.975,1.31,37.0,26.0,89.73,2033
630,4218.975,1.31,37.0,26.0,91.14,2002
631,4218.975,1.30,37.0,26.0,89.56,1997
632,4218.975,1.30,37.0,26.0,91.05,1985
633,4218.975,1.30,37.0,26.0,89.52,1985
634,4352.391,1.30,37.0,26.0,91.05,1997
635,4218.975,1.30,37.0,26.0,89.38,1991
636,4218.975,1.30,37.0,26.0,91.14,1985
637,4218.975,1.30,37.0,26.0,89.11,1991
638,4218.975,1.30,37.0,26.0,90.92,1991
639,4218.975,1.30,37.0,26.0,89.10,1991
640,4234.363,1.30,37.0,26.0,90.68,1991
641,4218.975,1.30,37.0,26.0,91.14,1985
642,4301.410,1.30,36.0,26.0,90.47,1967
643,4322.959,1.30,36.0,26.0,91.14,1945
644,4218.975,1.30,36.0,26.0,90.41,1950
645,4218.975,1.30,36.0,26.0,91.08,1950
646,4218.975,1.30,36.0,26.0,90.07,1950
647,4218.975,1.30,36.0,26.0,91.14,1950
648,4218.975,1.30,36.0,26.0,89.91,1950
649,4237.191,1.30,36.0,26.0,90.95,1950
650,4388.709,1.30,36.0,26.0,89.99,1945
651,4366.432,1.30,36.0,26.0,90.91,1950
652,4218.975,1.30,36.0,26.0,88.88,1945
653,4220.721,1.31,36.0,26.0,86.38,1950
654,4276.860,1.30,36.0,26.0,87.09,1950
655,4335.755,1.30,36.0,26.0,86.68,1945
656,4391.232,1.31,36.0,26.0,90.69,1939
